ge_lang	probability
ka	0.9767118692398071
ka	0.9996020793914795
ka	0.9938691258430481
ka	0.9998279213905334
ka	0.9954744577407837
ka	0.9865458011627197
ka	0.9865458011627197
ka	0.9954071640968323
ka	0.9999077320098877
ka	0.9861549139022827
ka	1.0000766515731812
ka	0.979765772819519
ka	0.9988631010055542
ka	0.9996320605278015
ka	0.996931254863739
ka	1.00007963180542
ka	1.0000592470169067
ka	0.9915252327919006
ka	0.9960790872573853
ka	0.9869305491447449
ka	0.9869305491447449
ka	0.9988352060317993
ka	0.9988352060317993
ka	0.9994686245918274
ka	0.9997789859771729
ka	0.9961662888526917
ka	0.9986951351165771
ka	0.9986951351165771
ka	0.9972884654998779
ka	0.9977394342422485
ka	1.0000720024108887
ka	0.9956994652748108
ka	0.9978194832801819
ka	0.9996753334999084
ka	1.0000406503677368
ka	1.0000702142715454
ka	0.9994066953659058
ka	1.000032663345337
ka	0.999893069267273
ka	0.9996414184570312
ka	0.9999775886535645
ka	1.000041127204895
ka	1.000075340270996
ka	0.9955938458442688
ka	0.9884123802185059
ka	0.9981753826141357
ka	0.9998190402984619
ka	0.999708890914917
ka	0.9998106360435486
ka	0.9300474524497986
ka	0.9983810782432556
ka	0.9852387309074402
ka	0.9949715733528137
ka	0.9875656366348267
ka	1.0000243186950684
ka	1.0000635385513306
ka	0.9988585114479065
ka	0.9988585114479065
ka	0.9995867013931274
ka	0.9959699511528015
ka	0.9993664622306824
ka	0.9993664622306824
ka	0.847673237323761
ka	0.9996597766876221
ka	0.999234676361084
ka	0.999234676361084
ka	0.9912720322608948
ka	0.9991199374198914
ka	0.9999433755874634
ka	0.9999433755874634
ka	0.998428225517273
ka	0.9974364638328552
ka	0.9974364638328552
ka	1.0000637769699097
ka	0.9996287822723389
ka	0.9985321760177612
ka	0.9281403422355652
ka	0.7752100229263306
ka	0.9526215195655823
ka	0.9937744140625
ka	0.9998826384544373
ka	0.9933823943138123
ka	0.99920654296875
ka	0.9999988675117493
ka	0.784561038017273
ka	0.9853011965751648
ka	0.9969276785850525
ka	0.9937949776649475
ka	0.9994592070579529
ka	0.9970334768295288
ka	0.9997117519378662
ka	0.9962064623832703
ka	0.9974575042724609
ka	0.9937913417816162
ka	0.9936280846595764
ka	0.9936280846595764
ka	0.9988826513290405
ka	0.9999914765357971
ka	0.9999110698699951
ka	0.9995924830436707
ka	0.9929586052894592
ka	0.9999523162841797
ka	0.9995992183685303
ka	1.0000324249267578
ka	0.998975396156311
ka	0.9989932775497437
ka	0.9996423125267029
ka	0.9981536865234375
ka	0.9999656677246094
ka	0.9999997019767761
ka	1.0000394582748413
ka	0.9991054534912109
ka	0.9999386072158813
ka	0.9998973608016968
ka	0.9973124861717224
ka	0.8989413380622864
ka	1.0000559091567993
ka	1.0000542402267456
ka	1.0000559091567993
ka	1.0000255107879639
ka	1.0000132322311401
ka	1.0000488758087158
ka	1.000028133392334
ka	0.9929019808769226
ka	0.9987747073173523
ka	0.9944203495979309
ka	0.9959906339645386
ka	0.98566073179245
ka	1.0000313520431519
ka	1.0000793933868408
ka	1.0000537633895874
ka	1.0000628232955933
ka	1.0000725984573364
ka	1.0000704526901245
ka	0.9996435046195984
ka	1.0000584125518799
ka	1.0000584125518799
ka	0.9998611807823181
ka	1.0000615119934082
ka	1.0000756978988647
ka	1.000068187713623
ka	1.0000730752944946
ka	1.000029444694519
ka	1.000066876411438
ka	1.00006902217865
ka	1.000058889389038
ka	1.0000725984573364
ka	1.000076174736023
ka	1.000067949295044
ka	0.9998745918273926
ka	1.000049114227295
ka	1.000041127204895
ka	1.000052571296692
ka	1.00007963180542
ka	0.999961256980896
ka	1.000047206878662
ka	1.000076413154602
ka	1.0000511407852173
ka	1.0000767707824707
ka	1.0000760555267334
ka	1.0000793933868408
ka	1.0000426769256592
ka	1.0000756978988647
ka	0.9999771118164062
ka	1.00002920627594
ka	1.0000061988830566
ka	1.000004529953003
ka	1.0000669956207275
ka	0.9980998039245605
ka	1.0000250339508057
ka	0.9997342228889465
ka	0.9998020529747009
ka	0.993302583694458
ka	0.9996858835220337
ka	0.995107889175415
ka	1.0000717639923096
ka	1.0000717639923096
ka	0.9994680881500244
ka	0.9996121525764465
ka	1.0000255107879639
ka	1.0000101327896118
ka	0.9998959898948669
ka	0.9997350573539734
ka	0.9996634125709534
ka	1.0000169277191162
ka	1.000069499015808
ka	0.9996064901351929
ka	0.9996064901351929
ka	1.0000784397125244
ka	0.9970196485519409
ka	1.0000576972961426
ka	0.9998912215232849
ka	0.9999097585678101
ka	0.9999467134475708
ka	0.9999365210533142
ka	0.9938610792160034
ka	1.0000778436660767
ka	1.000077247619629
ka	1.0000617504119873
ka	0.9999350905418396
ka	0.9998751878738403
ka	0.9994998574256897
ka	0.9992003440856934
ka	0.9970550537109375
ka	1.0000776052474976
ka	0.9942074418067932
ka	0.9906280040740967
ka	0.9991368651390076
ka	0.9997848272323608
ka	0.9971705675125122
ka	0.9998073577880859
ka	0.999988317489624
ka	0.9999879002571106
ka	0.9994012117385864
ka	1.000068187713623
ka	0.9980960488319397
ka	0.9993810653686523
ka	1.000060796737671
ka	0.9999725222587585
ka	1.0000730752944946
ka	0.9999932050704956
ka	0.9987581372261047
ka	0.9545906186103821
ka	0.9999412298202515
ka	0.9997172951698303
ka	0.9981861710548401
ka	1.000070333480835
ka	0.999688446521759
ka	0.9710502624511719
ka	0.9998769760131836
ka	1.0000160932540894
ka	0.9998694658279419
ka	0.9847408533096313
ka	1.0000783205032349
ka	1.0000756978988647
ka	0.9997043609619141
ka	0.9984079599380493
ka	0.9997333288192749
ka	0.9995508790016174
ka	0.9999406933784485
ka	0.9998984336853027
ka	1.0000418424606323
ka	0.99620521068573
ka	1.0000447034835815
ka	0.998714804649353
ka	0.9999354481697083
ka	0.998968780040741
ka	0.9999443292617798
ka	1.0000203847885132
ka	0.9996275305747986
ka	0.9936797022819519
ka	0.9865071773529053
ka	0.9979727268218994
ka	0.9989811778068542
ka	0.9996400475502014
ka	0.9995753765106201
ka	1.0000734329223633
ka	0.9998523592948914
ka	0.9991750717163086
ka	0.9994595050811768
ka	0.9845508337020874
ka	0.9813929796218872
ka	0.9846839308738708
ka	0.9998171925544739
ka	0.9996533393859863
ka	0.9877322316169739
ka	0.9994977116584778
ka	0.9999659657478333
ka	0.93595290184021
ka	0.9918513298034668
ka	0.9952773451805115
ka	1.0000678300857544
ka	0.9999220967292786
ka	0.9980393648147583
ka	0.9985085725784302
ka	0.9089469909667969
ka	0.9924145936965942
ka	0.9994894862174988
ka	0.9992928504943848
ka	0.9996976256370544
ka	1.0000239610671997
ka	0.9998804926872253
ka	1.0000604391098022
ka	0.9989590048789978
ka	0.998293399810791
ka	1.0000566244125366
ka	0.9997764229774475
ka	0.9997482299804688
ka	0.929861843585968
ka	1.00005042552948
ka	1.0000320672988892
ka	0.9994487166404724
ka	0.99956876039505
ka	1.0000746250152588
ka	1.0000290870666504
ka	1.0000020265579224
ka	0.9993797540664673
ka	1.0000383853912354
ka	0.9060133099555969
ka	1.0000017881393433
ka	1.000034213066101
ka	0.9995896220207214
ka	0.9969871640205383
ka	0.9731280207633972
ka	0.9144698977470398
ka	0.9991604685783386
ka	1.0000410079956055
ka	0.9989849925041199
ka	0.9959058165550232
ka	0.9993836879730225
ka	0.9997602105140686
ka	0.9995658993721008
ka	0.9998814463615417
ka	0.9879072904586792
ka	0.9999045133590698
ka	0.9935178756713867
ka	0.9931461811065674
ka	0.9969084858894348
ka	0.9999784231185913
ka	1.0000749826431274
ka	0.9987899661064148
ka	0.9996632933616638
ka	1.0000245571136475
ka	0.9997855424880981
ka	0.9977941513061523
ka	0.9986337423324585
ka	0.9986980557441711
ka	0.9999964237213135
ka	0.9885163903236389
ka	0.9870114922523499
ka	0.9693222641944885
ka	0.9990454316139221
ka	1.000074863433838
ka	0.9992499947547913
ka	0.9974187016487122
ka	0.9999954104423523
ka	1.0000728368759155
ka	0.9717653393745422
ka	0.9998495578765869
ka	0.9992642998695374
ka	0.9983105063438416
ka	0.9990646839141846
ka	0.34752902388572693
ka	1.0000413656234741
ka	0.9935073256492615
ka	0.9979977607727051
ka	0.9961985349655151
ka	0.9998615384101868
ka	0.9980531930923462
ka	0.9999470114707947
ka	0.9803532958030701
ka	0.9998407959938049
ka	0.9967902302742004
ka	1.0000487565994263
ka	0.9996841549873352
ka	0.9999708533287048
ka	0.9999191164970398
ka	0.9995594620704651
ka	0.9997567534446716
ka	0.9993687272071838
ka	1.0000230073928833
ka	0.9972028732299805
ka	0.997038722038269
ka	0.9995248913764954
ka	0.9999948740005493
ka	1.0000163316726685
ka	0.9908463358879089
ka	0.9998308420181274
ka	0.999967098236084
ka	0.9993708729743958
ka	1.00005042552948
ka	0.9999943375587463
ka	0.999801516532898
ka	0.9982159733772278
ka	0.9980884790420532
ka	0.9976761937141418
ka	1.0000760555267334
ka	0.9994394183158875
ka	0.9997562766075134
ka	0.9989066123962402
ka	0.9532660245895386
ka	0.9830026030540466
ka	0.9977660775184631
ka	0.9981278777122498
ka	0.9989616870880127
ka	0.9478018879890442
ka	0.9999703764915466
ka	0.999454140663147
ka	0.9987580180168152
ka	0.9988529086112976
ka	0.9957389235496521
ka	0.9899410009384155
ka	0.9997006058692932
ka	0.9995980262756348
ka	0.9992511868476868
ka	0.9962996244430542
ka	0.9998481869697571
ka	0.8679288625717163
ka	0.8501035571098328
ka	1.0000022649765015
ka	0.9937872290611267
ka	0.9999989867210388
ka	0.9988048672676086
ka	0.9997884631156921
ka	1.000025987625122
ka	0.9830344915390015
ka	1.0000649690628052
ka	0.9937688112258911
ka	0.9776270985603333
ka	0.9897180795669556
ka	0.9985445737838745
ka	1.0000789165496826
ka	0.9989493489265442
ka	0.9667080044746399
ka	0.9996029138565063
ka	0.9998246431350708
ka	0.9995333552360535
ka	0.9900860786437988
ka	0.9998916387557983
ka	0.9996412396430969
ka	0.9980039000511169
ka	0.9935862421989441
ka	0.9991295337677002
ka	0.9987334609031677
ka	0.9990541338920593
ka	0.9974552392959595
ka	0.999957799911499
ka	0.9986828565597534
ka	0.9963288307189941
ka	0.9991369843482971
ka	0.99828040599823
ka	0.9994257092475891
ka	0.9985278248786926
ka	0.9992446303367615
ka	0.9960384964942932
ka	0.9984575510025024
ka	0.9995966553688049
ka	0.9989485740661621
ka	0.9992719888687134
ka	0.9984720349311829
ka	1.0000250339508057
ka	1.000030755996704
ka	0.9997506737709045
ka	0.9928135275840759
ka	0.9992374181747437
ka	0.9990039467811584
ka	0.9994236826896667
ka	0.998991847038269
ka	0.9963752627372742
ka	0.9952056407928467
ka	0.9944262504577637
ka	1.00001060962677
ka	0.9999166131019592
ka	0.9949471950531006
ka	0.9995267987251282
ka	0.9979463219642639
ka	0.9999923706054688
ka	0.999991238117218
ka	0.9994043111801147
ka	0.9993201494216919
ka	0.9904555678367615
ka	0.999532163143158
ka	0.9996455907821655
ka	0.9995055198669434
ka	1.000020980834961
ka	0.9992672204971313
ka	0.997793972492218
ka	0.9999252557754517
ka	0.9995783567428589
ka	0.9999423027038574
ka	0.9996182322502136
ka	0.996701717376709
ka	0.9994617104530334
ka	0.9972534775733948
ka	0.9908604621887207
ka	0.9980462193489075
ka	0.9985292553901672
ka	0.9978582859039307
ka	0.9998682141304016
ka	0.9968593716621399
ka	0.999818742275238
ka	0.9997279047966003
ka	0.9978018403053284
ka	0.998408854007721
ka	0.9995019435882568
ka	0.9719695448875427
ka	0.9999939203262329
ka	0.99979168176651
ka	0.9997990727424622
ka	0.9942659139633179
ka	0.9993515014648438
ka	0.9993947148323059
ka	0.9630565047264099
ka	0.9995297193527222
ka	0.9964733719825745
ka	0.9956486225128174
ka	0.9975886344909668
ka	0.9998178482055664
ka	0.9969309568405151
ka	0.9999517798423767
ka	0.9997398257255554
ka	0.988265872001648
ka	0.9983710050582886
ka	1.000018835067749
ka	0.996953010559082
ka	1.0000585317611694
ka	0.9980345368385315
ka	0.9996442198753357
ka	0.842941164970398
ka	0.9978260397911072
ka	0.9428994059562683
ka	0.9997212290763855
ka	0.9980520009994507
ka	1.000058889389038
ka	0.9994733333587646
ka	0.9983985424041748
ka	0.9988092184066772
ka	0.8947595953941345
ka	0.9981222748756409
ka	0.9998167157173157
ka	0.9592395424842834
ka	0.7079286575317383
ka	0.9570795893669128
ka	0.9964957237243652
ka	0.9908106923103333
ka	0.9620153903961182
ka	0.9935713410377502
ka	0.5272660851478577
ka	0.9999282360076904
ka	0.9998601675033569
ka	0.9917795658111572
ka	0.9914734363555908
en	0.20620106160640717
ka	0.996020495891571
ka	0.9598471522331238
ka	0.9912053346633911
ka	0.9903292655944824
ka	0.955790638923645
ka	0.9946345686912537
ka	0.9983222484588623
ka	0.8562008142471313
ka	0.9970800876617432
ka	0.9687387347221375
ka	0.983422577381134
ka	0.9998466968536377
ka	0.997809886932373
ka	0.8339685797691345
ka	0.8611443638801575
ka	0.999957263469696
ka	0.9953324794769287
ka	0.8529199957847595
ka	0.8679244518280029
tt	0.3714970648288727
ka	0.7460991740226746
ka	0.9981691241264343
ka	0.9863748550415039
ka	0.9797553420066833
ka	0.9790219664573669
ka	0.9884787201881409
ka	0.9915805459022522
xmf	0.6421154737472534
ka	0.9784985184669495
en	0.47768276929855347
ka	0.9687976241111755
ka	0.9775838255882263
ka	0.4837152659893036
ka	0.9836732149124146
ka	0.9899393320083618
xmf	0.5929422378540039
ka	0.9991742372512817
ka	0.893893837928772
ka	0.9522169232368469
ka	0.9985777139663696
ka	0.997753381729126
ka	0.9999135136604309
ka	0.9942967295646667
ka	0.9425164461135864
ka	0.8898305892944336
ka	0.9972283840179443
ka	0.9348879456520081
ka	0.9131646156311035
uz	0.3466618061065674
ka	0.9925418496131897
ka	0.5562157034873962
ka	0.9998610615730286
ka	0.9310553073883057
ka	0.9545559287071228
ka	0.9883936047554016
ka	0.9995920062065125
ka	0.9974563717842102
ka	0.998254656791687
ka	0.5859589576721191
ka	0.8399697542190552
ka	0.9861132502555847
ka	0.9995229244232178
ka	0.6577193737030029
ka	0.976205050945282
ka	0.985515296459198
uz	0.4358343183994293
ka	0.9973470568656921
ka	0.9271737337112427
xmf	0.5441949367523193
ka	0.429261177778244
ka	0.9998559951782227
ka	0.9962806701660156
ka	0.8899591565132141
ka	0.9716751575469971
ka	0.9955790042877197
xmf	0.6564964652061462
ka	0.9939175248146057
ka	0.9989140629768372
xmf	0.7938089370727539
ka	0.9999568462371826
ka	0.9780696034431458
ka	0.9961286187171936
ka	0.9900665879249573
ka	0.9918652772903442
ka	0.9296398162841797
ka	0.9996708631515503
ka	0.9633193016052246
ka	0.9426488280296326
ka	0.9997802376747131
ka	0.8608595728874207
hy	0.23220230638980865
ka	0.837161123752594
ka	0.8457775115966797
ka	0.9933658838272095
ka	0.902080237865448
az	0.12246233969926834
hy	0.405411958694458
ka	0.9752472043037415
xmf	0.708954930305481
ka	0.9962087869644165
ka	0.9964161515235901
ka	0.5313606262207031
ka	0.7955805659294128
ka	0.8039939999580383
ka	0.9913383722305298
ka	0.9910416603088379
ka	0.9914695620536804
ka	0.9956751465797424
ka	0.9880566000938416
ka	0.9969838857650757
ka	1.0000052452087402
ka	0.9997427463531494
ka	0.9993923902511597
ka	1.0000369548797607
ka	0.9999761581420898
ka	0.9981679320335388
ka	0.9977930188179016
ka	0.9992695450782776
ka	0.9993534684181213
ka	0.9794378876686096
ka	1.0000784397125244
ka	0.999863862991333
ka	1.0000137090682983
ka	1.000055193901062
ka	1.0000488758087158
ka	0.9885955452919006
ka	0.9999420046806335
ka	0.9991480708122253
ka	0.999650239944458
ka	0.9997572898864746
ka	0.9992415904998779
ka	0.9997895359992981
ka	0.9999354481697083
ka	1.0000540018081665
ka	0.9998314380645752
ka	0.9999877214431763
ka	1.0000662803649902
ka	0.997628390789032
ka	0.9986551403999329
ka	0.9890497326850891
ka	0.9887419939041138
ka	0.9937063455581665
ka	0.9941754341125488
ka	0.9997296333312988
ka	0.9940948486328125
ka	0.9958192110061646
ka	0.9953378438949585
ka	0.9985673427581787
ka	0.9356113076210022
ka	0.9998124837875366
ka	0.9994240403175354
ka	0.9988622665405273
ka	0.9994398951530457
ka	0.9994149208068848
ka	0.9951072335243225
ka	0.9985449314117432
ka	0.9988499283790588
ka	0.9997168183326721
ka	0.9999318718910217
ka	0.9916332960128784
ka	0.9993290901184082
ka	0.9999574422836304
ka	0.9999999403953552
ka	0.9937359094619751
ka	0.9969677925109863
ka	1.0000332593917847
ka	0.9912005662918091
ka	0.9969453811645508
ka	0.999130129814148
ka	0.9999514222145081
ka	1.000073790550232
ka	0.9998324513435364
ka	1.0000025033950806
ka	0.9990600943565369
ka	0.7613340616226196
ka	0.9947693347930908
ka	0.9984551668167114
ka	0.9997567534446716
ka	0.9994481205940247
ka	0.9979380965232849
ka	0.9997396469116211
ka	1.000069499015808
ka	0.9997194409370422
ka	0.9999912977218628
ka	0.9978431463241577
ka	0.9490545988082886
ka	0.9998490810394287
ka	0.9996009469032288
ka	0.9999114871025085
ka	0.9987784028053284
ka	0.9991507530212402
ka	0.9413097500801086
ka	0.8582344055175781
ka	0.9996020197868347
ka	0.9999596476554871
ka	0.9994654059410095
ka	0.9997290372848511
ka	0.7092952132225037
ka	0.9999054670333862
ka	1.0000790357589722
ka	0.9918116331100464
ka	1.000052809715271
ka	0.9998909831047058
ka	1.000058889389038
ka	0.992492139339447
ka	0.9996868968009949
ka	0.9960390329360962
ka	0.9988934397697449
ka	0.9991614818572998
ka	0.9957222938537598
ka	0.9991832971572876
ka	0.9985485076904297
ka	0.9998636841773987
ka	0.9994874000549316
ka	0.9996420741081238
ka	0.9999948740005493
ka	0.999905526638031
ka	0.99126797914505
ka	0.999786376953125
ka	1.0000165700912476
ka	0.9987225532531738
ka	0.9926514029502869
ka	0.9995794892311096
ka	1.0000749826431274
ka	1.0000368356704712
ka	1.0000765323638916
ka	0.9945031404495239
ka	0.9999754428863525
ka	0.9998434782028198
ka	0.9989100694656372
ka	0.999944806098938
ka	0.9995521306991577
ka	0.9989932179450989
ka	0.9981772899627686
ka	0.9999447464942932
ka	1.0000760555267334
ka	0.9999856948852539
ka	0.9890754222869873
ka	0.9991424679756165
ka	0.9994571805000305
ka	0.9985016584396362
ka	1.0000134706497192
ka	1.000068187713623
ka	1.0000731945037842
ka	0.9998728036880493
ka	0.9990900754928589
ka	0.9969371557235718
ka	0.9991760849952698
ka	0.9979560971260071
ka	0.9964318871498108
ka	1.0000156164169312
ka	0.99991375207901
ka	0.9996746778488159
ka	0.9999788999557495
ka	0.9951451420783997
ka	0.9997535347938538
ka	0.9835875630378723
ka	0.9995000958442688
ka	0.9996727705001831
ka	0.9998263716697693
ka	1.000043511390686
ka	0.9992566108703613
ka	1.000006079673767
ka	0.9999659657478333
ka	0.9896392226219177
ka	0.9997014999389648
ka	1.0000642538070679
ka	1.0000488758087158
ka	0.998918354511261
ka	0.9932901859283447
ka	0.9992818236351013
ka	0.998748779296875
ka	1.000044345855713
ka	0.9976378679275513
ka	1.0000646114349365
ka	0.9976136684417725
ka	0.9965382218360901
ka	0.995862603187561
ka	0.9999745488166809
ka	1.000052809715271
ka	1.0000413656234741
ka	0.9998301863670349
ka	0.9967329502105713
ka	0.9991381764411926
ka	0.9999584555625916
ka	0.9994680285453796
ka	1.0000534057617188
ka	0.9992071986198425
ka	0.9905726313591003
ka	0.9999037981033325
ka	0.9994229078292847
ka	0.9999229907989502
ka	0.9580954909324646
ka	0.9086819291114807
ka	0.942400336265564
ka	0.9967597126960754
ka	0.848706066608429
ka	0.8837504982948303
ka	0.994706392288208
ka	0.9617335200309753
ka	0.7955329418182373
ka	0.8750379681587219
ka	0.9976498484611511
ka	0.9991514682769775
ka	0.9983076453208923
ka	0.9721447825431824
ka	0.9342361092567444
ka	0.9935061931610107
ka	0.616686999797821
ka	0.9480085968971252
ka	0.9522169232368469
ka	0.9996645450592041
ka	0.8604917526245117
ka	0.9861680269241333
ka	0.9942967295646667
ka	0.9962555170059204
ka	0.9965097904205322
ka	0.999919056892395
ka	0.9994128346443176
ka	0.4515426456928253
ka	0.9928889870643616
ka	0.950096845626831
ka	0.9719364047050476
xmf	0.9829239845275879
xmf	0.6669192314147949
ka	0.9956027269363403
ka	0.9254945516586304
ka	0.8950390815734863
ka	0.9975375533103943
ka	0.9990065693855286
ka	0.7733492851257324
ka	0.7525671124458313
ka	0.9573215842247009
ka	0.9697346091270447
ka	0.9785336852073669
ka	0.9985316395759583
ka	0.9965962767601013
ka	0.9612128138542175
ka	0.9944997429847717
ka	0.8039939999580383
ka	0.999584436416626
ka	0.5081830620765686
ka	0.8525047302246094
ka	0.9986660480499268
ka	0.9045047760009766
ka	0.9761388897895813
ka	0.9991174936294556
ka	0.9684926271438599
ka	0.9274431467056274
ka	0.9915310740470886
ka	0.9981876611709595
ka	0.9992315173149109
ka	0.9933794736862183
ka	0.8457775115966797
ka	0.9677882194519043
ka	0.8562269806861877
ka	0.9881377220153809
ka	0.9915050268173218
ka	1.000075101852417
ka	0.9960448741912842
ka	0.9399020075798035
ka	0.9998666644096375
ka	0.9301493763923645
ka	0.9248692393302917
ka	0.9985178112983704
ka	0.998975396156311
ka	0.8876346945762634
ka	0.9977117776870728
ka	0.9821555614471436
ka	0.9926992654800415
ka	0.9838243722915649
ka	1.0000630617141724
ka	0.9971853494644165
ka	0.9998399019241333
ka	0.998209536075592
ka	0.9996308088302612
ka	1.0000646114349365
ka	0.9900214672088623
ka	1.0000255107879639
ka	0.9990866780281067
ka	0.9997093081474304
ka	0.9997899532318115
ka	1.000028371810913
ka	0.9996445178985596
ka	0.9991705417633057
ka	0.9972311854362488
ka	1.0000684261322021
ka	0.9997217655181885
ka	0.9928715229034424
ka	0.7295844554901123
ka	0.9983314871788025
ka	0.9979637265205383
ka	0.9997216463088989
ka	0.9988455772399902
ka	0.9986338019371033
ka	0.9998934864997864
ka	0.9916630387306213
ka	1.0000207424163818
ka	0.9997694492340088
ka	1.0000582933425903
ka	0.9999478459358215
ka	0.9996377825737
ka	0.9995755553245544
ka	0.9995991587638855
ka	0.9975730180740356
ka	0.988382875919342
ka	0.9988445043563843
ka	0.9997034072875977
ka	0.9993190765380859
ka	0.9982587695121765
ka	0.9999842643737793
ka	0.9991472959518433
ka	0.967164158821106
ka	0.9631240367889404
ka	0.9999644756317139
ka	0.736049234867096
ka	0.9978985786437988
ka	0.9997830986976624
ka	0.9997499585151672
ka	0.8642297387123108
ka	0.9995139241218567
ka	0.999064564704895
ka	0.9917203187942505
ka	0.6839272975921631
ka	0.9943888187408447
ka	0.9929618835449219
ka	0.9942541718482971
ka	0.9973887205123901
ka	0.9888399243354797
ka	0.999592125415802
ka	0.998222827911377
ka	0.999673068523407
ka	0.9985668063163757
ka	0.9996657967567444
